"beta","gamma","rho","psi","p","pop","S_0","E_0","I_0","R_0","sigma","spring0","spring1","summer0","loglik","loglik.se"
0.627855288273809,0.61955083859946,0.85601165102736,0.728278386460271,0.525333447782265,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-241.767998400716,0.546834362956151
0.697018807941266,0.607928128825653,0.9949401397562,0.962100373029735,0.0998976931157556,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-242.652192105181,0.505487217685537
0.693789711457852,0.572915561240121,0.652509510105507,0.683020472281517,0.115142214800126,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-242.681003813639,8.46303041432619
0.749109668722591,0.709109668611379,0.720554046361098,0.81716022195422,0.142935410403397,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-244.009570455924,0.932604853759138
0.970237572571636,0.758594072754934,0.560408607515652,0.926423435518397,0.192540065577728,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-244.207300326706,0.774039612107275
0.888279381336794,0.717475187994699,0.542276260401431,0.816671368079213,0.13602593285675,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-244.928899804032,3.06044807988581
0.960882162560265,0.701776986446198,0.656727016954878,0.694983320206868,0.684080436158977,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-244.952327948236,0.982109138177116
0.84972700512873,0.96694684768683,0.875344715739894,0.779094472562752,0.995600647203996,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-245.265842148217,0.844212950237216
1.04081516038461,0.876290168852672,0.577823000140895,1.06497644154696,0.919419218982932,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-246.660152105894,0.204131689717768
0.489027085444197,0.477331656691155,0.964212032982142,0.927734657711488,0.758185135854358,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-247.716147553969,0.623727658409549
0.860455630746633,0.790255301318079,0.459351179107681,1.45309253937014,0.645806046754203,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-247.746098036085,1.85758767709806
0.961848770739902,0.689359273029976,0.441929359054389,1.2813407441093,0.651993937740684,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-248.452509644508,1.16399285837136
1.05543499507636,0.887828539890089,0.312180342635352,1.27731792574515,0.200017694118289,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-249.515409027537,7.11955983974707
0.568748677302867,0.601264177428608,0.958165781946229,0.40732573509403,0.255237734208947,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-249.589594961852,7.29493730244997
1.01022353333937,0.85887477266002,0.469988469884217,0.813296860210088,0.948560705860442,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-250.151486687232,0.392790123190499
0.706310060714108,0.566089557936517,0.37951868423437,1.88988499738895,0.660892257358628,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-251.2783887954,1.74350974123418
0.364328894179905,0.28539429830085,0.744003093317949,0.841344360338926,0.160028625181132,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-251.392694032251,5.77979066760785
0.359262869421246,0.302194822261256,0.778562097226312,1.16659085093704,0.663640427275722,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-251.675015835684,0.948600409805099
0.835900753058169,0.760524378079311,0.426468242597253,0.954973020962299,0.938709604003748,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-252.287471777654,0.692863385471982
0.574126721723832,0.363104315716186,0.658337593855027,0.872142635043563,0.47222470301209,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-253.101586374695,0.983683852270445
0.711640434821654,0.816396845399531,0.544770359273999,1.14608324668855,0.500125652567881,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-254.004215929636,2.65775450497434
0.924411631104295,0.700197702572584,0.29602070277271,1.17158060143542,0.188894865050024,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-255.275305365349,1.30216489159398
0.556719052539904,0.674847637090238,0.569690627530219,1.26657588309754,0.0195288978938568,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-257.472120005326,8.41707232975944
0.980397495259337,0.828423329893394,0.503597060703882,0.205119148086466,0.21314233377151,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-258.47275486535,14.0155784075448
0.34891316679851,0.291862032647646,0.732178302123934,1.21685111760418,0.61673596199619,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-259.672660547605,3.40323585535285
0.858475265181307,0.827917958523112,0.352273533747927,1.757652150615,0.275257602262216,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-259.926869682695,0.770726034975805
0.725317872674315,0.682899302991996,0.214595858664082,4.65255388740672,0.11771755844798,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-262.07160249537,0.819719910496062
1.0242588743344,0.830962830805518,0.139992755097035,3.00847645896737,0.734428661246593,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-262.939005982319,1.48701545428646
0.614414517730112,0.284118906033099,0.417433334294515,1.82346480242478,0.0432847640564545,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-267.739390779862,0.427718099099272
0.363809981909353,0.531873261003435,0.687592190468677,1.04340382051644,0.897300506772039,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-269.123185096959,1.7190419605112
0.985974824168096,0.840966602924902,0.230091711418148,1.08762311205312,0.0142514835853298,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-279.531644842788,2.21233060641642
0.827320689447406,0.808163892197366,0.16611063122906,2.57451938550996,0.103274886243673,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-283.405179901489,2.8222727844732
0.767139622884359,0.690217236022933,0.202362298584197,1.60151788377761,0.327266380601442,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-299.2282374457,24.9494963885063
0.890422252211614,0.738808682418199,0.0343645532112421,10.0005261280229,0.430700158487512,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-313.608120027967,7.41764219571085
0.713480027012745,0.510444693897223,0.190003506510341,0.317554172387927,0.414016606953255,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-346.684179386369,2.95581047472701
3.30083626930733,0.202254092196969,0.0438933534935469,1.16226496464041,0.934795304067068,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-355.695521537804,14.5061570899867
4.79846317383984,0.232044849739301,0.0568370057019376,1.07132403913448,0.48627030588816,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-355.942697138366,1.61125526053598
2.60310907784629,0.352531539438112,0.0377227114087857,0.800506005512416,0.551097380267568,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-380.159682841481,3.47966037763987
3.48255991509884,0.360366809158151,0.0252262348446388,2.14150992778825,0.393176017681916,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-393.572011274249,1.54811968269554
2.47811984237387,0.208115655754557,0.0337199244149468,0.789831893499229,0.186080201323344,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-408.022375533135,2.38796085595015
1.95680987881595,0.324215744109297,0.0317154040245648,0.716726352310103,0.216904809994343,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-411.281481647275,5.74417600946511
3.92481076950274,0.0104225826982556,0.0456784634088863,1.06324938802597,0.949564813236627,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-413.133446677834,16.323257888346
0.618655573469519,0.549508969903182,0.25159956397742,0.345555358695718,0.780487616046109,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-439.013311920521,30.6151451730709
0.799510884708085,0.373224079660339,0.0369795379457149,1.1951489912868,0.887021411980904,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-497.678612637973,67.182696389167
1.59456034932321,0.988099205082737,0.0332973159100845,1.16892372419884,0.125353716853878,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-524.283873565088,29.8554851323586
1.29962711735771,0.694549119375684,0.022447462659913,1.10342716683989,0.661060815385285,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-559.740474408089,29.721989910482
1.34049497754988,0.00384484313554229,0.0393653558579874,1.6123368012932,0.17114092761289,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-597.989584397352,8.67527391478328
0.262990974589142,0.735524765382068,0.755420093658256,0.179677609560868,0.173373471115193,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-2435.42358993046,175.561576336763
0.0634393904955263,0.136530196500668,0.072328402120589,0.897345022937205,0.489110666879646,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-2821.07720273047,90.7929242994942
0.00309125756404615,0.7497358648523,0.499607546604067,2.41560297180988,0.281174826063744,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-2856.50131800643,0.40499859578346
